fueltype,lat,lon,elev,ws,waz,ps,saz,cur,cbd,cbh,ccf,ftypeN,fmc,py,jd,jd_min,pc,pdf,time,ffmc,bui,gfl,pattern,
C2,51.621244,-115.608378,2017.000000,,,12.000000,183.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2124.000000,,,25.000000,172.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2118.000000,,,36.000000,185.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2132.000000,,,51.000000,200.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2153.000000,,,62.000000,208.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2194.000000,,,66.000000,215.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2243.000000,,,57.000000,218.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2276.000000,,,28.000000,205.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2264.000000,,,33.000000,96.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2205.000000,,,66.000000,85.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2136.000000,,,57.000000,92.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2092.000000,,,31.000000,117.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2076.000000,,,21.000000,149.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2066.000000,,,20.000000,148.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2055.000000,,,19.000000,145.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2043.000000,,,17.000000,150.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2039.000000,,,17.000000,149.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2029.000000,,,18.000000,142.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2015.000000,,,16.000000,135.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2004.000000,,,12.000000,152.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2004.000000,,,12.000000,180.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2120.000000,,,20.000000,33.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2097.000000,,,15.000000,83.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2096.000000,,,19.000000,193.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2117.000000,,,39.000000,216.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2146.000000,,,54.000000,220.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2187.000000,,,63.000000,222.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2239.000000,,,51.000000,223.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2264.000000,,,16.000000,142.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2215.000000,,,65.000000,88.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2127.000000,,,71.000000,93.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2068.000000,,,36.000000,111.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2057.000000,,,16.000000,146.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2052.000000,,,14.000000,141.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2039.000000,,,16.000000,136.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2033.000000,,,16.000000,144.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2021.000000,,,17.000000,146.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2010.000000,,,16.000000,147.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2005.000000,,,15.000000,140.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1993.000000,,,13.000000,150.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1991.000000,,,12.000000,177.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2167.000000,,,44.000000,27.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2127.000000,,,44.000000,58.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2085.000000,,,17.000000,93.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2089.000000,,,24.000000,205.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2112.000000,,,43.000000,217.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2141.000000,,,57.000000,223.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2187.000000,,,63.000000,229.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2245.000000,,,29.000000,214.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2225.000000,,,55.000000,92.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2125.000000,,,81.000000,87.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2058.000000,,,40.000000,94.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2049.000000,,,11.000000,132.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2045.000000,,,13.000000,135.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2031.000000,,,15.000000,129.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2017.000000,,,15.000000,134.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2008.000000,,,14.000000,139.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2000.000000,,,12.000000,142.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1994.000000,,,15.000000,138.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1980.000000,,,14.000000,150.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1979.000000,,,12.000000,178.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2207.000000,,,37.000000,43.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2150.000000,,,58.000000,68.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2091.000000,,,40.000000,80.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2066.000000,,,16.000000,149.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2074.000000,,,34.000000,209.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2103.000000,,,50.000000,224.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2146.000000,,,63.000000,233.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2207.000000,,,49.000000,231.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2227.000000,,,36.000000,105.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2140.000000,,,83.000000,88.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2057.000000,,,49.000000,93.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2042.000000,,,17.000000,130.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2030.000000,,,15.000000,147.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2023.000000,,,16.000000,135.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2009.000000,,,17.000000,133.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1999.000000,,,14.000000,146.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1992.000000,,,13.000000,146.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1981.000000,,,18.000000,133.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1965.000000,,,16.000000,151.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1967.000000,,,13.000000,184.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2225.000000,,,25.000000,84.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2173.000000,,,59.000000,85.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2103.000000,,,51.000000,86.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2059.000000,,,24.000000,100.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2044.000000,,,18.000000,193.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2069.000000,,,41.000000,225.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2109.000000,,,59.000000,232.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2166.000000,,,61.000000,232.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2217.000000,,,30.000000,152.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2141.000000,,,76.000000,97.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2053.000000,,,57.000000,95.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2021.000000,,,19.000000,119.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2017.000000,,,9.000000,150.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2010.000000,,,14.000000,117.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1993.000000,,,19.000000,123.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1982.000000,,,18.000000,148.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1978.000000,,,17.000000,158.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1971.000000,,,20.000000,137.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1948.000000,,,16.000000,151.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1953.000000,,,13.000000,189.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2209.000000,,,28.000000,125.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2163.000000,,,56.000000,102.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2097.000000,,,49.000000,95.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2063.000000,,,29.000000,90.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2036.000000,,,9.000000,122.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2041.000000,,,25.000000,225.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2074.000000,,,50.000000,231.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2125.000000,,,61.000000,227.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2166.000000,,,41.000000,180.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2129.000000,,,62.000000,113.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2055.000000,,,56.000000,99.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2010.000000,,,18.000000,106.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2018.000000,,,4.000000,169.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2014.000000,,,14.000000,103.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1987.000000,,,22.000000,104.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1965.000000,,,18.000000,128.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1958.000000,,,17.000000,155.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1953.000000,,,21.000000,143.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1934.000000,,,15.000000,158.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1941.000000,,,12.000000,195.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2190.000000,,,20.000000,97.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2146.000000,,,45.000000,82.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2097.000000,,,46.000000,73.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2062.000000,,,34.000000,71.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2041.000000,,,18.000000,81.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2031.000000,,,9.000000,201.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2045.000000,,,35.000000,227.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2082.000000,,,50.000000,219.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2114.000000,,,45.000000,188.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2099.000000,,,49.000000,133.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2044.000000,,,49.000000,111.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2008.000000,,,19.000000,121.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2009.000000,,,9.000000,176.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2005.000000,,,15.000000,125.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1985.000000,,,24.000000,105.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1958.000000,,,21.000000,111.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1943.000000,,,18.000000,137.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1934.000000,,,20.000000,144.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1920.000000,,,15.000000,172.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1929.000000,,,13.000000,201.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2199.000000,,,19.000000,47.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2171.000000,,,39.000000,52.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2136.000000,,,52.000000,51.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2084.000000,,,52.000000,58.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2045.000000,,,33.000000,73.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2023.000000,,,10.000000,123.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2028.000000,,,20.000000,220.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2046.000000,,,33.000000,206.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2057.000000,,,44.000000,185.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2063.000000,,,45.000000,154.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2023.000000,,,41.000000,129.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1995.000000,,,19.000000,141.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1998.000000,,,12.000000,172.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1993.000000,,,15.000000,139.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1978.000000,,,23.000000,114.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1951.000000,,,24.000000,111.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1931.000000,,,21.000000,124.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1913.000000,,,18.000000,140.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1905.000000,,,12.000000,187.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1918.000000,,,12.000000,206.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2210.000000,,,15.000000,45.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2193.000000,,,25.000000,58.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2176.000000,,,40.000000,62.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2122.000000,,,58.000000,69.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2057.000000,,,50.000000,77.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2014.000000,,,20.000000,96.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2018.000000,,,14.000000,191.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2025.000000,,,25.000000,179.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2011.000000,,,35.000000,174.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2010.000000,,,38.000000,165.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1995.000000,,,31.000000,149.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1984.000000,,,17.000000,161.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1985.000000,,,14.000000,168.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1978.000000,,,18.000000,148.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1968.000000,,,23.000000,128.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1941.000000,,,25.000000,116.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1920.000000,,,23.000000,117.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1898.000000,,,16.000000,133.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1898.000000,,,11.000000,198.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1907.000000,,,12.000000,201.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2220.000000,,,12.000000,71.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2194.000000,,,20.000000,85.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2176.000000,,,31.000000,87.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2133.000000,,,55.000000,85.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2067.000000,,,57.000000,85.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2017.000000,,,29.000000,90.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,2001.000000,,,10.000000,136.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1994.000000,,,15.000000,151.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1984.000000,,,16.000000,151.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1978.000000,,,15.000000,154.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1971.000000,,,13.000000,150.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1969.000000,,,8.000000,171.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1971.000000,,,8.000000,149.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1959.000000,,,14.000000,129.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1948.000000,,,17.000000,119.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1930.000000,,,20.000000,107.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1912.000000,,,22.000000,102.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1886.000000,,,13.000000,113.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1887.000000,,,7.000000,212.000000,,,,,2,,,,,,,20,,,0.800000,,
C2,51.621244,-115.608378,1893.000000,,,7.000000,206.000000,,,,,2,,,,,,,20,,,0.800000,,
